naam_nl,bookingLink,einddatum_date,eindtijd,eventType_select,kavelnummer_select,linkType_select,naam_de,naam_en,omschrijvingKort_en,omschrijvingKort_nl,omschrijving_en,omschrijving_nl,recordType_select,startdatum_date,starttijd_time,zakelijk,semCode
Africa in Motion 4,http://africainmotion.nl/,5/11/2022,19:00,Congres,8,info,Africa im bewegung,Africa in Motion,Africa In Motion (AIM) strives to accelerate the sustainable social economic development of Africa.,Africa In Motion (AIM) strives to accelerate the sustainable social economic development of Africa.,"Africa In Motion (AIM) strives to accelerate the sustainable social economic development of Africa. The expertise on realizing this circulair economy is worldwide available, but the bridge between solutions and challenges has not been made efficiently.","Africa In Motion (AIM) strives to accelerate the sustainable social economic development of Africa. The expertise on realizing this circulair economy is worldwide available, but the bridge between solutions and challenges has not been made efficiently.",event,5/11/2022,9:00,TRUE,536
